timestamp,open,high,low,close,volume
2025-05-11 02:45:00,175.74,175.74,175.74,175.74,1.0
2025-05-11 03:00:00,175.74,175.74,175.74,175.74,2.0
2025-05-11 03:15:00,176.17,176.49,176.17,176.4,6.1
2025-05-11 03:30:00,175.8,175.91,175.8,175.91,3.37
2025-05-11 03:45:00,176.65,176.65,176.65,176.65,1.37
2025-05-11 04:00:00,176.65,176.65,176.65,176.65,0.0
2025-05-11 04:15:00,177.23,177.23,177.23,177.23,0.7
2025-05-11 04:30:00,177.11,177.11,177.11,177.11,2.0
2025-05-11 04:45:00,177.11,177.11,177.11,177.11,0.0
2025-05-11 05:00:00,177.11,177.11,177.11,177.11,0.0
2025-05-11 05:15:00,176.9,176.9,176.9,176.9,4.0
2025-05-11 05:30:00,176.68,177.03,176.68,177.03,2.1
2025-05-11 05:45:00,177.03,177.03,177.03,177.03,0.0
2025-05-11 06:00:00,175.69,175.69,175.54,175.54,0.19
2025-05-11 06:15:00,175.96,176.19,175.77,176.19,1.84
2025-05-11 06:30:00,175.95,175.95,174.54,174.54,0.57
2025-05-11 06:45:00,174.09,174.93,174.09,174.78,1.2
2025-05-11 07:00:00,174.73,177.82,173.81,173.93,4.43
2025-05-11 07:15:00,173.75,174.13,173.75,173.79,2.22
2025-05-11 07:30:00,173.31,173.31,173.09,173.09,1.5
2025-05-11 07:45:00,173.09,173.09,173.09,173.09,0.0
2025-05-11 08:00:00,172.91,173.05,172.91,173.05,2.89
2025-05-11 08:15:00,173.67,173.67,173.67,173.67,0.27
2025-05-11 08:30:00,173.67,173.67,173.67,173.67,0.0
2025-05-11 08:45:00,173.67,173.67,173.67,173.67,0.0
2025-05-11 09:00:00,173.25,173.65,172.99,173.65,115.48
2025-05-11 09:15:00,174.06,174.13,173.89,174.13,39.47
2025-05-11 09:30:00,174.13,174.13,174.13,174.13,0.0
2025-05-11 09:45:00,174.13,174.13,174.13,174.13,0.0
2025-05-11 10:00:00,174.13,174.13,174.13,174.13,0.0
2025-05-11 10:15:00,173.96,174.32,173.9,174.32,2.41
2025-05-11 10:30:00,174.35,174.35,174.33,174.33,1.4
2025-05-11 10:45:00,174.33,174.33,174.33,174.33,0.0
2025-05-11 11:00:00,174.33,174.33,174.33,174.33,0.0
2025-05-11 11:15:00,174.45,174.45,174.45,174.45,0.5
2025-05-11 11:30:00,174.45,174.45,174.45,174.45,0.0
2025-05-11 11:45:00,174.97,174.97,174.97,174.97,0.7
2025-05-11 12:00:00,174.87,174.87,174.87,174.87,0.7
2025-05-11 12:15:00,174.2,174.2,174.2,174.2,1.03
2025-05-11 12:30:00,174.2,174.2,174.2,174.2,0.0
2025-05-11 12:45:00,174.2,174.2,174.2,174.2,0.0
2025-05-11 13:00:00,174.2,174.2,174.2,174.2,0.0
2025-05-11 13:15:00,173.63,173.63,173.63,173.63,1.4
2025-05-11 13:30:00,172.41,172.41,172.12,172.12,1.06
2025-05-11 13:45:00,171.2,171.2,171.2,171.2,0.06
2025-05-11 14:00:00,171.2,171.2,171.2,171.2,0.0
2025-05-11 14:15:00,171.52,171.52,171.52,171.52,1.0
2025-05-11 14:30:00,171.76,172.12,171.76,172.12,0.35
2025-05-11 14:45:00,172.1,172.1,171.77,171.77,0.15
